,Unnamed: 0.1,phylum_name,feature_name,coef,coef_sd,lower_95,upper_95,count,significant,permutation_importance,lower_90,upper_90,t-statistic,p-value
882,284,Proteobacteria,Arginine biosynthesis,-0.5295444669431574,0.7577804672662016,,,29,True,-0.0037964601769911,-0.7092142922188378,-0.349874641667477,-4.941331951537134,9.457695719508324e-06
883,285,Proteobacteria,Ribosome 30S subunit!!!Isoprenoid biosynthesis,-0.7236831737952397,0.6383026645445958,,,38,True,-0.003937069813176,-0.8750247999860893,-0.5723415476043903,-8.016906524842883,1.8001893960738963e-10
884,286,Proteobacteria,Phospholipid biosynthesis!!!Serine biosynthesis,-0.2572083423732753,0.4291091770386783,,,22,True,-0.0043195280235988,-0.3589501715614464,-0.1554665131851043,-4.238403017269909,9.913287003396067e-05
885,287,Proteobacteria,Ubiquinone biosynthesis,-1.5915449437003868,1.1433666614986528,,,44,True,-0.0046907374631268,-1.8626372945478729,-1.320452592852901,-9.842793743685096,3.3975232185544626e-13
886,288,Proteobacteria,Pyrimidine degradation!!!NADH dehydrogenase,-0.3756139837504588,0.4039755764875116,,,32,True,-0.0049550835791543,-0.4713966337110785,-0.279831333789839,-6.574634965008925,3.026294062044452e-08
887,289,Proteobacteria,Lipid A biosynthesis!!!Cysteine biosynthesis,-0.4743230500447712,0.6331915835356493,,,26,True,-0.0052081809242871,-0.6244528384125106,-0.324193261677032,-5.296928352820734,2.773591688368394e-06
888,290,Proteobacteria,Pyruvate oxidation!!!Fatty acid biosynthesis,-0.6114587996599308,0.4932806380223079,,,38,True,-0.005320668633235,-0.7284156887244916,-0.4945019105953699,-8.7651253734425,1.3236933356234433e-11
889,291,Proteobacteria,Heme biosynthesis!!!Fatty acid biosynthesis,-0.2719009327270439,0.352504090727785,,,28,True,-0.0056131366764995,-0.3554796882187382,-0.1883221772353497,-5.454206019149766,1.6025972213446756e-06
890,292,Proteobacteria,"Isoleucine, leucine, valine biosynthesis",-0.4693327731893707,0.5603714556329367,,,35,True,-0.0056862536873156,-0.6021969018812492,-0.3364686444974922,-5.922292850917046,3.0825713729022957e-07
891,293,Proteobacteria,FoF1-type ATP synthase!!!FoF1-type ATP synthase,0.6052314392926185,0.5420043042624123,,,42,True,-0.0057818682399213,0.4767221640445868,0.73374071454065,7.895938307971548,2.756692180598938e-10
892,294,Proteobacteria,Purine biosynthesis!!!Purine biosynthesis,0.1290776567788465,0.2872262238998864,,,32,True,-0.006591779744346,0.0609762901008936,0.1971790234567993,3.1776933585216485,0.002570809664463405
893,295,Proteobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!NADH dehydrogenase!!!2Fe2S,-0.6840455897340395,0.7513701394076338,,,36,True,-0.0073510717797442,-0.8621955256274245,-0.5058956538406545,-6.437483335750142,4.935835496062683e-08
894,296,Proteobacteria,Gluconeogenesis,0.7929809007223895,0.7388984710938598,,,40,True,-0.0073510717797443,0.6177879986450329,0.968173802799746,7.588622715948094,8.172775923711522e-10
895,297,Proteobacteria,Biotin biosynthesis!!!Ubiquinone biosynthesis,-0.4367351535952953,0.4139716299286277,,,37,True,-0.0156751622418879,-0.5348878688357592,-0.3385824383548314,-7.4598925714553115,1.2904630927450487e-09
896,298,Proteobacteria,Glutamine biosynthesis!!!Purine biosynthesis,-2.0579981205585733,0.8434998073870509,,,50,True,-0.0159001376597836,-2.257992010029022,-1.858004231088125,-17.252220023903202,1.8583737416153726e-22
897,0,Cyanobacteria,Ribosome 30S subunit!!!Translation factors,6.188636461310252,0.5356229598984379,,,50,True,2.8634666666666675,6.061640203455022,6.315632719165482,81.69976150612659,4.890047506526901e-54
898,1,Cyanobacteria,Biotin biosynthesis!!!Ubiquinone biosynthesis,-3.377936186258294,1.0200877663994776,,,50,True,0.3113025641025642,-3.6197990986345614,-3.1360732738820256,-23.41525565147575,2.9241757787773418e-28
899,2,Cyanobacteria,Ribosome 30S subunit!!!Isoprenoid biosynthesis,-1.3673009557450375,0.8557536725528323,,,45,True,0.1980102564102565,-1.5702002378831414,-1.164401673606934,-11.297968197390048,3.004965174485088e-15
900,3,Cyanobacteria,Glutamine biosynthesis!!!NADH dehydrogenase!!!2Fe2S,0.3762496650444262,0.5760157781770254,,,25,True,0.0913230769230769,0.2396762658982786,0.5128230641905739,4.618774340072275,2.82018755027401e-05
901,4,Cyanobacteria,Aromatic amino acid biosynthesis!!!Aromatic amino acid biosynthesis,-0.7245946749821924,0.6716514406651206,,,38,True,0.0848615384615385,-0.88384329935729,-0.565346050607095,-7.628447990585516,7.09694961675632e-10
902,5,Cyanobacteria,Molybdopterin biosynthesis!!!Urea cycle,0.1310885690452797,0.3700308529499136,,,7,True,0.0703589743589744,0.0433542164616482,0.2188229216289111,2.505023982973252,0.015618591807415197
903,6,Cyanobacteria,Methionine biosynthesis!!!Lysine biosynthesis,-0.0230642044827755,0.1011189595663637,,,4,False,0.0416410256410257,-0.0470395200024416,0.0009111110368905,-1.6128385282426023,0.11320244643254164
904,7,Cyanobacteria,Glutamine biosynthesis!!!Glutamine biosynthesis,-0.0530412087283119,0.2212413130329387,,,3,True,0.029723076923077,-0.105497546379499,-0.0005848710771248,-1.6952438882215695,0.096375729821629
905,8,Cyanobacteria,Cysteine biosynthesis,0.0360692585925861,0.1202438336422552,,,7,True,0.0221128205128205,0.0075594334991496,0.0645790836860226,2.121091499716295,0.038998258419505695
906,9,Cyanobacteria,Thiamine biosynthesis!!!Thiamine biosynthesis,-0.3501320990179064,0.5002412658686222,,,25,True,0.0129230769230768,-0.4687393536474019,-0.2315248443884108,-4.9492274712031294,9.205714242908638e-06
907,10,Cyanobacteria,NADH dehydrogenase!!!Pyruvate oxidation,-0.0168047396535462,0.0712475930702755,,,4,False,0.0107692307692308,-0.0336975511619118,8.807185481942217e-05,-1.6678100765279709,0.10173275016425558
908,11,Cyanobacteria,Glycine cleavage,0.0098412422889237,0.0583284772182803,,,2,False,0.0071794871794872,-0.0039884455469378,0.0236709301247853,1.193038030421418,0.23859937936165398
909,12,Cyanobacteria,Na+-translocating NADH dehydrogenase,-0.1200300100107751,0.2130498003277443,,,18,True,0.0014358974358974,-0.1705441391727471,-0.0695158808488031,-3.98376501146411,0.00022478181574577444
910,13,Cyanobacteria,Fatty acid biosynthesis!!!Urea cycle,0.0,0.0,,,0,False,0.0,,,,
911,14,Cyanobacteria,Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
912,15,Cyanobacteria,Lipid A biosynthesis!!!Lipid A biosynthesis,0.0,0.0,,,0,False,0.0,,,,
913,16,Cyanobacteria,Thiamine biosynthesis!!!Urea cycle,0.0,0.0,,,0,False,0.0,,,,
914,17,Cyanobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
915,18,Cyanobacteria,Fatty acid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
916,19,Cyanobacteria,Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
917,20,Cyanobacteria,Menaquinone biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
918,21,Cyanobacteria,Pentose phosphate pathway!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
919,22,Cyanobacteria,NADH dehydrogenase!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
920,23,Cyanobacteria,Heme biosynthesis,0.0,0.0,,,0,False,0.0,,,,
921,24,Cyanobacteria,Cysteine biosynthesis!!!Urea cycle,0.0,0.0,,,0,False,0.0,,,,
922,25,Cyanobacteria,Glycolysis!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
923,26,Cyanobacteria,"TCA cycle, glyoxylate bypass",0.0,0.0,,,0,False,0.0,,,,
924,27,Cyanobacteria,Pyrimidine biosynthesis!!!Pyrimidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
925,28,Cyanobacteria,Menaquinone biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
926,29,Cyanobacteria,Isoprenoid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
927,30,Cyanobacteria,Pyrimidine salvage,0.0,0.0,,,0,False,0.0,,,,
928,31,Cyanobacteria,Molybdopterin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
929,32,Cyanobacteria,Thiamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
930,33,Cyanobacteria,Glycolysis!!!Pentose phosphate pathway,0.0,0.0,,,0,False,0.0,,,,
931,34,Cyanobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
932,35,Cyanobacteria,Cysteine biosynthesis!!!Proline biosynthesis,0.0,0.0,,,0,False,0.0,,,,
933,36,Cyanobacteria,Methionine biosynthesis!!!Lysine biosynthesis!!!Methionine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
934,37,Cyanobacteria,RNA polymerase!!!Ribosome 50S subunit,0.0,0.0,,,0,False,0.0,,,,
935,38,Cyanobacteria,Heme biosynthesis!!!Heme biosynthesis,0.0,0.0,,,0,False,0.0,,,,
936,39,Cyanobacteria,Glutamine biosynthesis!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
937,40,Cyanobacteria,Molybdopterin biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
938,41,Cyanobacteria,Pyrimidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
939,42,Cyanobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
940,43,Cyanobacteria,RNA polymerase,0.0,0.0,,,0,False,0.0,,,,
941,44,Cyanobacteria,Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
942,45,Cyanobacteria,Phospholipid biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
943,46,Cyanobacteria,Pantothenate/CoA biosynthesis,0.0,0.0,,,0,False,0.0,,,,
944,47,Cyanobacteria,Urea cycle!!!Glycine cleavagePyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
945,48,Cyanobacteria,Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
946,49,Cyanobacteria,Heme biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
947,50,Cyanobacteria,Pyruvate oxidation!!!NADH dehydrogenase!!!NADH dehydrogenase!!!2Fe2S,0.0,0.0,,,0,False,0.0,,,,
948,51,Cyanobacteria,Folate biosynthesis!!!Folate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
949,52,Cyanobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!2Fe2S,0.0,0.0,,,0,False,0.0,,,,
950,53,Cyanobacteria,Histidine biosynthesis!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
951,54,Cyanobacteria,Methionine biosynthesis!!!Methionine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
952,55,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
953,56,Cyanobacteria,Proline biosynthesis,0.0,0.0,,,0,False,0.0,,,,
954,57,Cyanobacteria,Pyruvate oxidation!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
955,58,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
956,59,Cyanobacteria,Cysteine biosynthesis!!!Cysteine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
957,60,Cyanobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
958,61,Cyanobacteria,Lysine biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
959,62,Cyanobacteria,Arginine biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
960,63,Cyanobacteria,Purine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
961,64,Cyanobacteria,Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
962,65,Cyanobacteria,23S rRNA modification!!!23S rRNA modification,0.0,0.0,,,0,False,0.0,,,,
963,66,Cyanobacteria,TCA cycle,0.0,0.0,,,0,False,0.0,,,,
964,67,Cyanobacteria,16S rRNA modification!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
965,68,Cyanobacteria,Purine biosynthesis!!!Purine biosynthesis!!!Purine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
966,69,Cyanobacteria,Arginine biosynthesis!!!Biotin biosynthesis!!!Proline degradation,0.0,0.0,,,0,False,0.0,,,,
967,70,Cyanobacteria,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Menaquinone biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
968,71,Cyanobacteria,Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
969,72,Cyanobacteria,Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
970,73,Cyanobacteria,tRNA modification,0.0,0.0,,,0,False,0.0,,,,
971,74,Cyanobacteria,tRNA modification!!!Purine salvage,0.0,0.0,,,0,False,0.0,,,,
972,75,Cyanobacteria,Glutamine biosynthesis!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
973,76,Cyanobacteria,Phospholipid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
974,77,Cyanobacteria,FoF1-type ATP synthase,0.0,0.0,,,0,False,0.0,,,,
975,78,Cyanobacteria,Lipoate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
976,79,Cyanobacteria,Aminoacyl-tRNA synthetases!!!Pyrimidine salvage,0.0,0.0,,,0,False,0.0,,,,
977,80,Cyanobacteria,Menaquinone biosynthesis!!!Lipid A biosynthesis!!!Cysteine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
978,81,Cyanobacteria,Pyruvate oxidation!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
979,82,Cyanobacteria,Glutamine biosynthesis!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
980,83,Cyanobacteria,NADH dehydrogenase!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
981,84,Cyanobacteria,Fatty acid biosynthesis!!!Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
982,85,Cyanobacteria,Fatty acid biosynthesis!!!Lipid A biosynthesis,0.0,0.0,,,0,False,0.0,,,,
983,86,Cyanobacteria,Thymidylate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
984,87,Cyanobacteria,Glycolysis!!!Glycolysis,0.0,0.0,,,0,False,0.0,,,,
985,88,Cyanobacteria,Cysteine biosynthesis!!!Heme biosynthesis,0.0,0.0,,,0,False,0.0,,,,
986,89,Cyanobacteria,Pyrimidine biosynthesis!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
987,90,Cyanobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
988,91,Cyanobacteria,Menaquinone biosynthesis!!!Lipid A biosynthesis,0.0,0.0,,,0,False,0.0,,,,
989,92,Cyanobacteria,Molybdopterin biosynthesis!!!Urea cycle!!!Molybdopterin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
990,93,Cyanobacteria,Isoprenoid biosynthesis!!!Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
991,94,Cyanobacteria,NADH dehydrogenase!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
992,95,Cyanobacteria,Proline degradation,0.0,0.0,,,0,False,0.0,,,,
993,96,Cyanobacteria,Fatty acid biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
994,97,Cyanobacteria,Ubiquinone biosynthesis!!!Serine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
995,98,Cyanobacteria,Aromatic amino acid biosynthesis!!!Folate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
996,99,Cyanobacteria,Fatty acid biosynthesis!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
997,100,Cyanobacteria,2Fe2S,0.0,0.0,,,0,False,0.0,,,,
998,101,Cyanobacteria,Folate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
999,102,Cyanobacteria,Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1000,103,Cyanobacteria,Pyrimidine degradation!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1001,104,Cyanobacteria,Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1002,105,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1003,106,Cyanobacteria,Asparagine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1004,107,Cyanobacteria,Aromatic amino acid biosynthesis!!!Pyrimidine salvage,0.0,0.0,,,0,False,0.0,,,,
1005,108,Cyanobacteria,Pyrimidine degradation!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1006,109,Cyanobacteria,Pyrimidine degradation!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
1007,110,Cyanobacteria,Archaeal ribosomal proteins,0.0,0.0,,,0,False,0.0,,,,
1008,111,Cyanobacteria,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1009,112,Cyanobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1010,113,Cyanobacteria,Proline degradation!!!Proline degradation,0.0,0.0,,,0,False,0.0,,,,
1011,114,Cyanobacteria,Photosystem II,0.0,0.0,,,0,False,0.0,,,,
1012,115,Cyanobacteria,Glycine cleavage!!!Glycine cleavage,0.0,0.0,,,0,False,0.0,,,,
1013,116,Cyanobacteria,Fatty acid biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1014,117,Cyanobacteria,Pyrimidine salvagetRNA modification,0.0,0.0,,,0,False,0.0,,,,
1015,118,Cyanobacteria,Glycine cleavagePyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
1016,119,Cyanobacteria,Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis!!!Riboflavin/FAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1017,120,Cyanobacteria,Pyridoxal phosphate biosynthesis!!!Serine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1018,121,Cyanobacteria,Menaquinone biosynthesis!!!Pantothenate/CoA biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1019,122,Cyanobacteria,Purine biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1020,123,Cyanobacteria,Mureine biosynthesis!!!Arginine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1021,124,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Heme biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1022,125,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Cobalamine/B12 biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1023,126,Cyanobacteria,Isoprenoid biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1024,127,Cyanobacteria,Pyruvate oxidation!!!TCA cycle,0.0,0.0,,,0,False,0.0,,,,
1025,128,Cyanobacteria,Pentose phosphate pathway!!!Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1026,129,Cyanobacteria,Pyrimidine salvage!!!Pyrimidine salvage,0.0,0.0,,,0,False,0.0,,,,
1027,130,Cyanobacteria,Non-phosphorylated Entner-Doudoroff pathway!!!Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
1028,131,Cyanobacteria,Cysteine biosynthesis!!!NADH dehydrogenase,0.0,0.0,,,0,False,0.0,,,,
1029,132,Cyanobacteria,3D,0.0,0.0,,,0,False,0.0,,,,
1030,133,Cyanobacteria,Heme biosynthesis!!!Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
1031,134,Cyanobacteria,Phospholipid biosynthesis!!!NAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1032,135,Cyanobacteria,Ubiquinone biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1033,136,Cyanobacteria,Arginine biosynthesis!!!Glycolysis,0.0,0.0,,,0,False,0.0,,,,
1034,137,Cyanobacteria,Lysine biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1035,138,Cyanobacteria,Phospholipid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1036,139,Cyanobacteria,Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
1037,140,Cyanobacteria,Aminoacyl-tRNA synthetases,0.0,0.0,,,0,False,0.0,,,,
1038,141,Cyanobacteria,Phospholipid biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1039,142,Cyanobacteria,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Fatty acid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1040,143,Cyanobacteria,Ribosome 50S subunit,0.0,0.0,,,0,False,0.0,,,,
1041,144,Cyanobacteria,23S rRNA modification,0.0,0.0,,,0,False,0.0,,,,
1042,145,Cyanobacteria,Heme biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1043,146,Cyanobacteria,Fatty acid biosynthesis!!!Menaquinone biosynthesis!!!Biotin biosynthesis!!!Lysine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1044,147,Cyanobacteria,NADH dehydrogenase!!!NADH dehydrogenase!!!Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
1045,148,Cyanobacteria,Proline degradation!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
1046,149,Cyanobacteria,CRISPR-Cas system!!!CRISPR-Cas system,0.0,0.0,,,0,False,0.0,,,,
1047,150,Cyanobacteria,Gluconeogenesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1048,151,Cyanobacteria,NAD biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1049,152,Cyanobacteria,Biotin biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1050,153,Cyanobacteria,Glutamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1051,154,Cyanobacteria,Pyrimidine biosynthesis!!!Glutamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1052,155,Cyanobacteria,Non-phosphorylated Entner-Doudoroff pathway,0.0,0.0,,,0,False,0.0,,,,
1053,156,Cyanobacteria,Pyruvate oxidation!!!Glycine cleavagePyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
1054,157,Cyanobacteria,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis!!!Isoprenoid biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1055,158,Cyanobacteria,Pyrimidine salvagetRNA modification!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
1056,159,Cyanobacteria,TCA cycle!!!Pyruvate oxidation!!!Pyruvate oxidation!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
1057,160,Cyanobacteria,"Isoleucine, leucine, valine biosynthesis!!!Methionine biosynthesis",0.0,0.0,,,0,False,0.0,,,,
1058,161,Cyanobacteria,Folate biosynthesis!!!Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1059,162,Cyanobacteria,NADH dehydrogenase,-0.003591581228066,0.0232639267578421,,,2,False,0.0,-0.0091074606105038,0.0019242981543717,-1.09166069339162,0.2803209906962001
1060,163,Cyanobacteria,Lysine biosynthesis!!!Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1061,164,Cyanobacteria,Cysteine biosynthesis!!!Glutamine biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1062,165,Cyanobacteria,Histidine biosynthesis!!!Histidine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1063,166,Cyanobacteria,Menaquinone biosynthesis!!!Ubiquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1064,167,Cyanobacteria,Pyrimidine biosynthesis!!!Pyruvate oxidation,0.0,0.0,,,0,False,0.0,,,,
1065,168,Cyanobacteria,Na+-translocating Fd:NADH oxidoreductase,0.0,0.0,,,0,False,0.0,,,,
1066,169,Cyanobacteria,Heme biosynthesis!!!Aminoacyl-tRNA synthetases,0.0,0.0,,,0,False,0.0,,,,
1067,170,Cyanobacteria,Pyrimidine salvage!!!RNA polymerase,0.0,0.0,,,0,False,0.0,,,,
1068,171,Cyanobacteria,Purine biosynthesis!!!Purine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1069,172,Cyanobacteria,Lipid A biosynthesis!!!Cysteine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1070,173,Cyanobacteria,Biotin biosynthesis!!!Menaquinone biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1071,174,Cyanobacteria,Ribosome 30S subunit,-0.0025120130701988,0.0177626147636681,,,1,False,0.0,-0.0067235308235409,0.0016995046831432,-1.0000000000000002,0.3222234059506757
1072,175,Cyanobacteria,Pyrimidine degradation!!!tRNA modification,0.0,0.0,,,0,False,0.0,,,,
1073,176,Cyanobacteria,Cobalamine/B12 biosynthesis!!!Heme biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1074,177,Cyanobacteria,Menaquinone biosynthesis!!!Biotin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1075,178,Cyanobacteria,RNA polymerase!!!RNA polymerase,0.0,0.0,,,0,False,0.0,,,,
1076,179,Cyanobacteria,Fatty acid biosynthesis!!!Fatty acid biosynthesis!!!Pyrimidine degradation,0.0,0.0,,,0,False,0.0,,,,
1077,180,Cyanobacteria,Cysteine biosynthesis!!!Molybdopterin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1078,181,Cyanobacteria,"Isoleucine, leucine, valine biosynthesis!!!Aromatic amino acid biosynthesis",0.0,0.0,,,0,False,0.0,,,,
1079,182,Cyanobacteria,tRNA modification!!!Mureine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1080,183,Cyanobacteria,Glutamine biosynthesis!!!Glutamine biosynthesis!!!Glutamine biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1081,184,Cyanobacteria,Cysteine biosynthesis!!!Cobalamine/B12 biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1082,185,Cyanobacteria,Molybdopterin biosynthesis!!!Molybdopterin biosynthesis,0.0,0.0,,,0,False,0.0,,,,
1083,186,Cyanobacteria,Pyridoxal phosphate biosynthesis,0.0,0.0,,,0,False,0.0,,,,
